Dedicante,Testo Dedica,Inventario,BID,Collocazione,Descrizione,Latitude,Longitude,Citta dell'autore,Note,Città di Scritta Dedica,Data,Link,n Record
"Piccioli, Gian Luigi","A Elio Pagliarani, con stima e amicizia Gian Luigi Piccioli Roma, 1-5-2000",5263,CFI0482678,RISERVATI NARRATIVA.PICCIOLI 2000(A) ,"L'*erba di Auschwitz cresce altrove / Gian Luigi Piccioli. - Roma : ARLEM, \2000!. - V, 77 p. ; 21 cm",41.9028° N,12.4964° E,Roma,,Roma,1 maggio 2000,https://drive.google.com/file/d/1l6Qkkw9dW4aMxLOJo1obPnCnDjlg-POX/view?usp=sharing,
"Pieroni, Daniele",A Cetta e Elio Pagliarani con stima e cordialità Daniele Pieroni settembre 2003,5507,BVE0321985,RISERVATI NARRATIVA.PIERONI 2003(A) ,"*Prose / Daniele Pieroni. - [Roma! : M. Massaioli, stampa 2003. - 117 p. ; 16 cm",33.6846° N,117.8265° W,"Irvine, California",,,settembra 2003,,
"Pierro, Albino",A Elio Pagliarani con la più viva cordialità Albino Pierro,4749,SBL0252027,RISERVATI POESIA.PIERRO 1963 ,"*Metaponto / Albino Pierro ; [premessa di Fernando Figurelli]. - Roma : "" Il nuovo Cracas"", 1963. - 109 p. ; 16 cm",41.9028° N,12.4964° E,Roma,,,,https://drive.google.com/file/d/1qrbK0NcQdoeqU1mQq1YvLcfyjAtricsI/view?usp=sharing,
"Pierro, Albino",A Elio Pagliarani cordialmente albino Pierro 6 marzo 1965,4791,IEI0084694,RISERVATI POESIA.PIERRO 1963(A) ,"I '*nnammurète / Albino Pierro ; [premessa di Umberto Bosco]. - Roma : ""Il nuovo Cracas"", 1963. - 94 p. ; 16 cm ((Ed. di 1000 esempl.",41.9028° N,12.4964° E,Roma,,,6 marzo 1965,https://drive.google.com/file/d/17yHtiP9lk-8W7FS6Ulf2TFerDRSL4iq9/view?usp=sharing,
"Pierro, Albino","Per Elio Pagliarani cordialmente Albino Pierro Roma, 15-X-'73",5045,SBL0465976,RISERVATI POESIA.PIERRO 1973(A) ,"*Curtelle a lu soue : poesie in dialetto lucano / Albino Pierro ; con traduzione italiana dell'autore e una lettera di Gianfranco Contini. - Bari : Laterza, 1973. - 79 p. ; 19 cm",41.9028° N,12.4964° E,Roma,,Roma,15 ottobre 1973,,
"Pierro, Albino","Per Aldo (!) Pagliarani cordialmente Albino Pierro Roma, 14-5-71",5533,SBL0357452,RISERVATI POESIA.PIERRO 1971(A) ,"*Famme dorme : poesie in dialetto lucano e traduzione italiana dell'autore / Albino Pierro ; con uno. - Milano : All'insegna del pesce d'oro, 1971",41.9028° N,12.4964° E,Roma,,Roma,14 maggio 1971,https://drive.google.com/file/d/1Ek0_Dzr3KyYt5_bYijLoRR1ZmrAjVeOz/view?usp=sharing,
"Pignotti, Lamberto","A Elio con l'affetto del suo Lamberto Firenze, maggio '65",3076,BVE0636973,RISERVATI POESIA.PIGNOTTI 1984(A) ,"*Storia antica / Lamberto Pignotti ; tre acqueforti di Giuseppe Guerreschi. - [S.l. : s.n.], 1984 (Urbino : Istituto statale d'arte)",43.7696° N,11.2558° E,Firenze,,Firenze,maggio 1965,https://drive.google.com/file/d/1d-Rgdy9VdSZ9WWJtA3pmC-f-96dZFGTB/view?usp=sharing,
"Pignotti, Lamberto",a Cetta a Elio con antica sempreverde amicizia Lamberto,3164,CFI0751180,RISERVATI MOSTRE.PIGNOTTI 2010(A) ,"*Lamberto Pignotti: Ad arte : disegni e poesie visive dagli anni '40 ad oggi. - Livorno : Galleria Granelli, 2010. - 63 p., 1 ritratto : ill. ; 24 cm ((Catalogo della Mostra tenuta a Livorno nel 2010",41.9028° N,12.4964° E,Roma,,,,,
"Pomilio, Tommaso","a Elio e Cetta e Lia Rosa, stanotte in orlonimo (ma asimmetrico non meno), con affetto Tommaso.",3606,MIL0572072,RISERVATI SAGGISTICA.POMILIO 2002 (A) ,"*Asimmetrie del due : di alcuni motivi scapigliati / Tommaso Pomilio. - Lecce : Piero Manni, [2002]. - 187 p. ; 20 cm",41.9028° N,12.4964° E,Roma,,,,,
"Pomodoro, Arnaldo --- Pomodoro, Giò","A Pagliarani ""COMPAGNO"" di corso al R. Valtrud con tanta amicizia Arnaldo; La dedica è nel disegno Giò",5437,LO10849726,RISERVATI ARTE.BALLO 1962(A) ,"*Dalla poetica del segno alla presenza continua : Arnaldo e Giò Pomodoro / [Guido Ballo!. - [S.l.! : Luigi Maestri, 1962. - 78 p., 22 p. di tav. : ill. ; 24 cm",45.4642° N,9.1900° E,Milano,Dediche di Arnaldo e Gio Pomodoro a Elio Pagliarani,,,,
"Pontiggia, Giuseppe","A Elio Pagliarani dal tuo Peppo Pontiggia Milano, 13 aprile 1989",183,RAV0041943,RISERVATI NARRATIVA.PONTIGGIA 1989(A) ,"La *grande sera : Romanzo / Giuseppe Pontiggia. - Milano : A. Mondadori, 1989. - 317 p. ; 22 cm",45.4642° N,9.1900° E,Milano,,Milano,13 aprile 1989,https://drive.google.com/file/d/1azgY1JnFBzjsjbiUBMeVVrarksIFNt65/view?usp=sharing,
"Pontiggia, Giuseppe",A Elio con il mio abbraccio Peppo,2403,LO10315845,RISERVATI NARRATIVA.PONTIGGIA 1993(R) ,"*Vite di uomini non illustri / Giuseppe Pontiggia. - Milano : A. Mondadori, 1993. - 304 p. ; 23 cm",45.4642° N,9.1900° E,Milano,,,,https://drive.google.com/file/d/1UvlKPsLFECxHnCkOY5cWhq2TchL6rw73/view?usp=sharing,
"Pontiggia, Giuseppe","A Elio dal suo Peppino Milano, 22-3-1983",5714, CFI0000600,RISERVATI.NARRATIVA.PONTIGGIA.1983bis(A),"Il *raggio d'ombra : Romanzo / Giuseppe Pontiggia. - Milano : A. Mondadori, 1983. - 172 p. ; 21 cm",45.4642° N,9.1900° E,Milano,,Milano,22 marzo 1983,,
"Porta, Antonio",A Elio Pagliarani da Antonio Porta 7.4.64,479,SBL0260336,RISERVATI POESIA.PORTA 1964(A) ,"*Aprire / Antonio Porta. - Milano : All'insegna del pesce d'oro, 1964. - 39 p. ; 12 c. (( Ed. di 500 esempl. num. .",45.4642° N,9.1900° E,Milano,,,7 aprile 1964,https://drive.google.com/file/d/17aZEuIc5A0ZM_B3jxlien5CB-ngYb585/view?usp=sharing,
"Porta, Antonio",Milano 10.3.1988 A Elio da Leo (Antonio Porta),5054,RAV0026143,RISERVATI POESIA.PORTA 1988(A) ,"Il *giardiniere contro il becchino / Antonio Porta. - Milano : A. Mondadori, 1988. - 91 p. ; 22 cm",45.4642° N,9.1900° E,Milano,,Milano,10 marzo 1988,https://drive.google.com/file/d/1oPgc4AEeu7UZ1SdAkEeVlvSCtSxevbyK/view?usp=sharing,
"Quintavalla, Maria Pia","Con profonda stima ed affetto. Grazie  Maria Pia Quintavalle Milano, 30/5/84",5048,LO10504722,RISERVATI POESIA.QUINTAVALLA 1984(A) ,"*Cantare semplice / Maria Pia Quintavalla ; [nota di Livia Candiani]. - [Torino : Geiger], stampa 1984. - 28 p. ; 17 cm",45.4642° N,9.1900° E,Milano,,Milano,30 maggio 1984,https://drive.google.com/file/d/1_d4K1PuOZvjG87MPlgcJKTui1YmCNyaF/view?usp=sharing,
"Quintavalla, Maria Pia","A Elio Pagliarani, stanze che comunicano con molte di poesia - altre e spero, generative di altro ancora Grazie, M. Pia Quintavalla",5128,LO10414155,RISERVATI POESIA.QUINTAVALLA 1996(A) ,"Le *moradas : poesie, 1988-1994 / Maria Pia Quintavalla. - Roma : Empirìa, [1996]. - 64 p. ; 21 cm",45.4642° N,9.1900° E,Milano,,,,,
"Raboni, Giovanni","A Elio Pagliarani, con l'affetto e la stima del tuo Raboni 27 aprile 1966",4742,SBL0544049,RISERVATI POESIA.RABONI 1966 ,"Le *case della Vetra / Giovanni Raboni. - Milano : Mondadori, 1966. - 108 p. ; 20 cm",45.4642° N,9.1900° E,Milano,,,27 aprile 1966,https://drive.google.com/file/d/1Unvfl5-9kywFHyXz9Y6kAhSgIBEOz5T3/view?usp=sharing,
"Raboni, Giovanni","A Elio con affetto, Raboni 17/5/75",5051,SBL0576698,RISERVATI POESIA.RABONI 1975(A) ,"*Cadenza d'inganno / Giovanni Raboni. - Milano : A. Mondadori, 1975. - 131 p. ; 20 cm",45.4642° N,9.1900° E,Milano,,,17 maggio 1975,https://drive.google.com/file/d/1VOfm_evkXgaA03kseMf6-umegrPLxIN7/view?usp=sharing,
"Raveggi, Alessandro",16/07/03 A Elio Pagliarani Alessandro Raveggi,2487,RAV1665040,RISERVATI TEATRO.RAVEGGI. 2003(A) ,"A *party, a song for Leo : *Doppelganger / Alessandro Raveggi ; introduzione di Simona Maggiorelli ;. - Corazzano [San Miniato] : Titivillus, [2003]",43.7696° N,11.2558° E,Firenze,,,16 luglio 2003,,
"Reale, Ugo",A Cetta ed Elio Pagliarani con viva cordialità e stima Ugo Reale 31/V/83,1678,RAV0187812,RISERVATI VARIA.BIOGRAFIE. REALE ,"*Vita di Cola di Rienzo / Ugo Reale. - Roma : Editori riuniti, 1982. - 268 p. ; 22 cm",41.9028° N,12.4964° E,Roma,,,31 maggio 1983,,
"Riba, Charles",A Elio con affettuosa amicizia,4653,SBL0158044,RISERVATI POESIA.RIBA 1977(A) ,"*Elegie di Bierville / Carles Riba ; introduzione e traduzione di Giuseppe E. Sansone. - Torino : G. Einaudi, 1977. - XXIII, 62 p. ; 18 cm ((Testo orig. a fronte.",41.9028° N,12.4964° E,Roma,,,,https://drive.google.com/file/d/1_UcFLDuAlqf1cH1VnW25n-MFEJ6xFsWO/view?usp=sharing,
"Riccardi, Antonio",A Elio con stima e affetto Antonio,4790,RAV1208274,RISERVATI POESIA.RICCARDI 2004(A) ,"Gli *impianti del dovere e della guerra / Antonio Riccardi. - Milano : Garzanti, 2004. - 91 p. ; 22 cm",45.4642 N,9.1900° E,Milano,,,,https://drive.google.com/file/d/1YvqlXO9SpPgOSklNOzWB8KqPfv5Hqdia/view?usp=sharing,
"Risi, Nelo","A Elio Pagliarani con viva simpatia Nelo Risi Roma, 1958",841,SBL0488827,RISERVATI POESIA.RISI 1958(A) ,"*Civilissimo / Nelo Risi. - Milano : All'insegna del pesce d'oro, [1958]. - 62 p. ; 18 cm ((Ed. di 500 esempl. num.",41.9028 N,12.4964 E,Roma,,Roma,1958,,
"Risi, Nelo ",A Elio Pagliarani con viva simpatia dal suo Nelo Risi 1957,614,CUB0352245 ,RISERVATI.POESIA.JOUVE.1957(A),"*Poesie / Pierre Jean Jouve ; a cura di Nelo Risi ; con una presentazione di Ungaretti. - Roma : Carucci, stampa 1957",41.9028 N,12.4964 E,Roma,Dedica del curatore Nelo Risi,,1957,https://drive.google.com/file/d/1SFeVDL4ESRYVQAsMtr2o6nXi0oo33Gf5/view?usp=sharing,
"Risset, Jacqueline","Per Elio, con affetto questo Dante francese, Jaqueline",1643,LO1050607,"RISERVATI,POESIA.DANTE.1988(A)","Le *Purgatoire / Dante. - Paris : Flammarion, ©1988. - 342 p. ; 23 cm ((Testo orig. a fronte.",41.9028 N,12.4964 E,Roma,dedica del traduttore Jacqueline Risset,,,,
"Riviello, Lidia","Con Ammirazione ... Ad Elio a Cetta, a Lia, perchè i racconti in poesia sono la ""MARAVIGLIA"" quella via, perchè ""lunga la foglia, stretta la via ... dite la vostra, altrimenti non posso dire la mia! Infinitamente Lidia",5136,RMS2677483,RISERVATI.NARRATIVA.RIVIELLO.2002(A),"L'*infinito del verbo andare : racconti / Lidia Riviello. - Roma : Arlem, 2002. - 110 p. ; 17 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1TqiNDaDnpuf-TAjthkFYkpedwZIBS5xk/view?usp=sharing,
"Rosselli, Amelia ",A Elio e Cetta ottimi amici,3665,CFI0053502 ,RISERVATI.POESIA.ROSSELLI.1981(A),"*Impromptu / Amelia Rosselli. - Genova : S. Marco dei Giustiniani, 1981",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1UDdo-gihg3XvxTXs2h1PKIliKa_XQTt4/view?usp=sharing,
"Roversi, Roberto",A Elio Pagliarani dal suo Roberto Roversi 17 aprile 1962,554,LO10086436,RISERVATI POESIA.ROVERSI 1962(A) ,"*Dopo Campoformio : poemetti / Roberto Roversi. - Milano : Feltrinelli, 1962. - 249 p. ; 21 cm",44.4949 N,11.3426 E,Bologna,,,aprile 1962,,
"Roversi, Roberto","A Elio Pagliarani, con affetto dal suo Roberto Roversi 18 febbr. '65",727,SBL0417295,RISERVATI POESIA.ROVERSI 1965(A) ,"*Dopo Campoformio / Roberto Roversi. - Torino : G. Einaudi, c1965. - 116 p. ; 18 cm",44.4949 N,11.3426 E,Bologna ,,,18 febbraio 1965,https://drive.google.com/file/d/1HkzCkK9YOSohkzu3h88twsF7mqBVXjtT/view?usp=sharing,
"Roversi, Roberto",All'amico Elio Pagliarani con l'affetto del suo Roberto Roversi 3 giugno 1964,3664,SBL0265671,RISERVATI NARRATIVA.ROVERSI 1964(A) ,"*Registrazione di eventi / Roberto Roversi. - Milano : Rizzoli, [1964]. - 203 p. ; 23 cm",44.4949 N,11.3426 E,Bologna,,,3 giugno 1964,,
"Roversi, Roberto",Con un caro saluto da Roberto gennaio' 70,874,BRI0495238,RISERVATI.POESIA.ROVERSI.1969(A),"Le *descrizioni in atto : (1963-1969) / Roberto Roversi. - Bologna : [s.n.], 1969. - 1 v. (c. anopist.) ; 27 cm",44.4949 N,11.3426 E,Bologna,,,gennaio 1970,https://drive.google.com/file/d/1cYzOdHbsOj4aZGPsb-ZmFyudjwF0yt30/view?usp=sharing,
"Russo, Giovanni","A Elio ricordando le nostre serate da Cesaretto, con affetto Giovanni Roma 30-5-2002",3640,UBO1310600,RISERVATI POESIA.RUSSO 2001(A) ,"Le *olive verdi : racconti dal Sud / Giovanni Russo. - Milano : Libri Scheiwiller, \2001!. - 168 p. ; 17 cm",41.9028 N,12.4964 E,Roma,,Roma,30 maggio 2002,https://drive.google.com/file/d/1DRQD8fumdfXwMgBWU4OKmsqnaMBdII1V/view?usp=sharing,
"Sabbietti, Rosa",A Elio Pagliarani la mia alta stima con la speranza di recensione Rosa  Berti Sabbietti,5127,CFI0214535,RISERVATI.POESIA.BERTI.SABIETTI.1992(A),"I *passi del tempo / Rosa Berti Sabbieti ; prefazione di Vittoriano Esposito. - Spinea : Edizioni del Leone, [1992]",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1uYiqYZwiozLJOqFsCKCBsU5Ta3nG2RFO/view?usp=sharing,
"Sarra, Gianna","A Cetta, (con Elio) ""dorma con il cuore"" da Gianna",2449,RML0088513,RISERVATI POESIA.SARRA 1992(A) ,"Lo *specchio la pietra il pettine : 1986-87 / Gianna Sarra ; nota di Giorgio Weiss. - [Quarto] : Terra del fuoco, 1992. - 62 p. : ill. ; 21 cm (( Suppl. al n. 15/16/17 di ""Terra del fuoco"".",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1snL1PVyKLuxHwE--F2dtTPJul9YHLTa7/view?usp=sharing,
"Sarra, Gianna","A Elio, maestro d'arte e di vita a Cetta, madrina di poesia con gratitudine Gianna marzo '89",687,IEI0694839,RISERVATI.POESIA.SARRA.1998(A),*Bianco su nero : poesie 1984-1986 / Gianna Sarra ; prefazione di Achille Serrao ; tre acqueforti di Bruno Canova. - Roma : Rossi,41.9028 N,12.4964 E,Roma,,,marzo 1989,https://drive.google.com/file/d/1J1oe1SyEs9H6GjAKBHMoXtgR55EK5n9r/view?usp=sharing,
"Scaglia, Franco","A Elio Pagliarani con moltissima stima e simpatia sperando che questo ""Romanzo"" gli piaccia Franco Scaglia",3670,SBL0599075,RISERVATI NARRATIVA.SCAGLIA 1973(A) ,"*Ritrevacos : Romanzo / Franco Scaglia. - Venezia ; Padova : Marsilio, 1973. - 180 p. ; 21 cm .",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1JpfVVs-7B3nCe7XdViDIx7JQgdr0PtAV/view?usp=sharing,
"Scalise, Gregorio",Con stima Bologna 8 luglio 1961 Gregorio Scalise,792,SBL0104498,RISERVATI POESIA.SCALISE 1968(A) ,"*A capo / Gregorio Scalise. - Bologna : Geiger, 1968. - \17! c. : ill. ; 17x17 cm ((Disegni di William Xerra",44.4949 N,11.3426 E,Bologna,,Bologna,8 luglio 1961,https://drive.google.com/file/d/1DJN8UWdDFwu56h9-sNSIZpi9VwH-0O7-/view?usp=sharing,
"Scartaghiande, Gino","A Elio all'amorosa cura che ha di noi. Con ineguagliabile affetto Gino Roma, 30 maggio, 1988",828,CFI0156693,RISERVATI POESIA.SCARTAGHIANDE 1988(A) ,"*Bambù : questioni di provincia / Gino Scartaghiande. - Roma : Rotundo, 1988. - 86 p. ; 17 cm",41.9028 N,12.4964 E,Roma,,Roma,30 maggio1988,https://drive.google.com/file/d/1sG3oPWTNHX2H0LfTv_Ewm4idxfxUgN10/view?usp=sharing,
"Schwarz, Arturo",Per Elio Pagliarani con molta amicizia Arturo Schwarz,4200,SBL0274757,RISERVATI POESIA.SCHWARZ 1964(A) ,"Il *reale assoluto / Arturo Schwarz ; illustrato da Marcel Duchamp e Man Ray. - Milano : Galleria Schwarz, stampa 1964",45.4642 N,9.1900 E,Milano,,,,https://drive.google.com/file/d/1-8uBCBXOCYlwon3SqsBhZ_lfA_bYurZm/view?usp=sharing,
"Scialoja, Toti",A Elio con antica amicizia e ammirazione Toti. Novembre 1988,517,CFI0165956,RISERVATI POESIA.SCIALOJA 1988(A) ,"Le *sillabe della Sibilla : 1983-1985 / Toti Scialoja. - Milano : Libri Scheiwiller, 1988. - 117 p. ; 17 cm ((Ed. di 600 esempl. num.",41.9028 N,12.4964 E,Roma,,,novembre 1988,https://drive.google.com/file/d/1CrdFx6TDhtPQcyABMjpyO7vuete-t0tP/view?usp=sharing,
"Scialoja, Toti",A Elio ricordi di barca Toti aprile 1975,550,RAV0185140,RISERVATI POESIA.SCIALOJA 1975(A) ,"Una *vespa! Che spavento : *poesie con animali / Toti Scialoja ; illustrazioni dell'autore. - Torino : Einaudi, [1975]. - 149 p. : ill. ; 24 cm",41.9028 N,12.4964 E,Roma,,,aprile 1975,https://drive.google.com/file/d/1VICDECAcwbGSg9eFGrRkBbhsyVnnmBPU/view?usp=sharing,
"Scialoja, Toti",Mio caro Elio eccomi con il mio abbraccio Toti 9 agosto 1991,2206,CFI0184419,RISERVATI POESIA.SCIALOJA 1991(A) ,"I *violini del diluvio / Toti Scialoja. - Milano : A. Mondadori, 1991. - 87 p. ; 22 cm",41.9028 N,12.4964 E,Roma,,,9 agosto 1991,https://drive.google.com/file/d/1PX6IVb0M8msBon6TZIApUS0t3qgQFZeA/view?usp=sharing,
"Scialoja, Toti",All'amico Elio con grande ammirazione il suo Toti,2279,RAV0187463,RISERVATI POESIA.SCIALOJA 1971(A) ,"*Amato topino caro : *53 poesie con animali / scritte e disegnate da Toti Scialoja. - Milano : Bompiani, \1971!. - \46! p. : ill. ; 22 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1dgegjzz24mNL9j4Q7HG0X-um23CAIOyi/view?usp=sharing,
"Scialoja, Toti","Al caro Elio con antica ammirazione e amicizia Toti, giugno 1983",3658,RAV0061400,RISERVATI POESIA.SCIALOJA 1983(A) ,"*Scarse serpi / Toti Scialoja. - Milano : Guanda, \1983!. - 81 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,,giugno 1983,https://drive.google.com/file/d/17dzQ8Cw2MaPkxL8diEIvzf29yMnCCrvJ/view?usp=sharing,
"Scialoja, Toti",A Elio con tutta l'amicizia (antica) e l'ammirazione (antichissima) di Toti. Roma 25 maggio 1994,3943,MIL0207053,RISERVATI POESIA.SCIALOJA 1994(A) ,"*Rapide e lente amnesie / Toti Scialoja. - Venezia : Marsilio, 1994. - 113 p. ; 19 cm",41.9028 N,12.4964 E,Roma,,Roma,25 maggio 1994,https://drive.google.com/file/d/1xxmoVSmyARGxs2zLZSeSFbcMP4ECLkhZ/view?usp=sharing,
"Scialoja, Toti",Al mio caro Elio con tutto l'affetto di Toti Roma 21 nov.1991,4780,RAV0179964,RISERVATI ARTE.SCIALOJA 1991(A) ,"*Giornale di pittura / Toti Scialoja ; prefazione di Gillo Dorfles ; poscritto di Doriano Fasoli. - Roma : Editori riuniti, 1991. - XVI, 187 p. : ill. ; 22 cm",41.9028 N,12.4964 E,Roma,,Roma,21 novembre 1991,,
"Scialoja, Toti",A Elio un caro abbraccio Toti 14 febb. 1984,4786,CFI0045666,RISERVATI POESIA.SCIALOJA 1984(A) ,"La *mela di Amleto / Toti Scialoja. - Milano : Garzanti, 1984 (stampa 1983). - 135 p. ; 19 cm",41.9028 N,12.4964 E,Roma,,,14 febbraio 1984,https://drive.google.com/file/d/1lum7oad7oyXEywQy5UpFXQ8l-k-kyp2P/view?usp=sharing,
"Scialoja, Toti ",al mio caro Elio con un grande abbraccio Toti Dicembre 1989,3698,CFI0151702 ,RISERVATI.POESIA.SCIALOJA. 1989(A),"*Versi del senso perso / Toti Scialoja. - Milano : A. Mondadori, 1989",41.9028 N,12.4964 E,Roma,,,dicembre 1989,https://drive.google.com/file/d/1QPJVzUgx_NQcQqgDTUcj50I0G_q3nZ7L/view?usp=sharing,
"Sebastiani, Andrea",Ottobre '92 ad Elio Pagliarani con grande stima Andrea Sebastiani,5643,IEI0691568,RISERVATI.POESIA.SEBASTIANI.1992(A),"*Horton : diario di una cefalea : poesie 1986-1990 / Andrea Sebastiani. - Roma : Marchesi, 1992. - 46 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,,ottobre 1992,https://drive.google.com/file/d/11bvcN4NdHT7NI-3LMumdC5EHu3450-PG/view?usp=sharing,
"Sgorlon, Carlo",A Elio Pagliarani con stima Carlo Sgorlon,3641,RAV0089485,RISERVATI NARRATIVA.SGORLON 1977(A) ,"Gli *dei torneranno : Romanzo / Carlo Sgorlon. - Milano : A. Mondadori, 1977. - 303 p. ; 21 cm",46.0711 N,13.2346 E,Udine,,,,https://drive.google.com/file/d/1wqCE8m1v0LP5487Z2vgeE3yW6dnlBevW/view?usp=sharing,
"Sica, Gabriella","15 maggio '90 a Cetta e Elio Pagliarani, con affetto Gabriella. P.S. Il 10 maggio è nato un altro bimbo!",3709,CFI0180655,RISERVATI NARRATIVA.SICA 1990(A) ,"*E' nato un bimbo / Gabriella Sica. - Milano : A. Mondadori, 1990. - 110 p. : ill. ; 23 cm",41.9028 N,12.4964 E,Roma,,,15 maggio 1990,https://drive.google.com/file/d/1CHBgXk7XQ-H5IjzEr41rQYz6DX-beEC_/view?usp=sharing,
"Sicari, Giovanna ",Per Elio e Cetta ricordando già questo viaggio in Sicilia  Giovanna 19 marzo 2001,4953,USM1740657,RISERVATI.POESIA.SICARI.1998(A),"*Nudo e misero trionfi l'umano / Giovanna Sicari ; immagini di Vincenzo Scolamiero. - [Roma] : Empirìa, [1998?] (Roma : Tipografia Veneziana)",41.9028 N,12.4964 E,Roma,,,19 marzo 2001,https://drive.google.com/file/d/1B0yuz1c5aOiKJ4YnqyKqm1ar3Slo3Fio/view?usp=sharing,
"Sinigaglia, Sandro",A Elio Pagliarani cordialmente Sandro Sinigaglia,5450,TO00309123,RISERVATI POESIA.SINIGALLIA 1954(A) ,"Il *flauto e la bricolla / Sandro Sinigaglia. - Firenze : Sansoni, 1954. - 94 p. ; 21 cm",45.4642 N,9.1900 E,Milano,,,,https://drive.google.com/file/d/1u31zPNL-DyuqKHscpfPnmB0SyxXVp8MO/view?usp=sharing,
"Siti, Walter",A Elio Pagliarani sperando di diventare bravo come lui. Walter,4656,TO01353836,RISERVATI NARRATIVA.SITI 2004(A) ,"La *magnifica merce / Walter Siti. - Torino : Einaudi, [2004]. - 191 p., [4] c. di tav. : ill. ; 18 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1xsj2sH41McFeRN7TFnL7sgyv7cCEOi2X/view?usp=sharing,
"Solmi, Sergio","A Elio Pagliarani per cortese ricambio e con l'antica stima e amicizia il suo aff. Sergio Solmi Milano, 7-7-78",4795,SBL0336613,RISERVATI POESIA.SOLMI 1978(A) ,"*Poesie : (1924-1972) / Sergio Solmi ; a cura di Lanfranco Caretti. - Milano : A. Mondadori, 1978. - XLVI, 136 p. ; 19 cm",45.4642 N,9.1900 E,Milano,,Milano,7 luglio 1978,https://drive.google.com/file/d/1KgOfAmiVQweJPiiPqDMlpF7Pf4PxOJXW/view?usp=sharing,
"Spagnoli, Luisa",A Elio con affetto Luisa,1558,NAP0088656,RISERVATI NARRATIVA.SPAGNOLI 1971(A) ,"*Lunga vita di Giorgio De Chirico / di Luisa Spagnoli. - Milano : Longanesi & C., [1971!. - 200 p. ; 18 cm",41.9028 N,12.4964 E,Roma,,,,,
"Spatola, Adriano",Per Elio una persona tutta da montare Adriano,524,SBL0419826,RISERVATI POESIA.SPATOLA 1965(A) ,"*Poesia da montare / Adriano Spatola. - Bologna : Sampietro, c1965. - 1 cartella (32 c.) : ill. ; 17 cm ((In custodia.",44.6471 N,10.9252 E,"Mulino di Bassano, Modena",,,,https://drive.google.com/file/d/1CbUhfhsxJ5BXHJH8KfcmyoDmp1OTj_ff/view?usp=sharing,
"Spatola, Adriano",A Elio l'ebreo Negro Adriano,527,RAV0072788,RISERVATI POESIA.SPATOLA 1966(A) ,"L'*ebreo negro / Adriano Spatola. - Milano : All'insegna del pesce d'oro, [1966]. - 85 p. ; 16x16 cm ((Ed. di 600 esempl. num.",44.6471 N,10.9252 E,"Mulino di Bassano, Modena",,,,https://drive.google.com/file/d/1nKaFlb9yKb-EF6R73Z0RqCr4r8524jIN/view?usp=sharing,
"Spatola, Adriano",Le oblè le storie false Quando il gran ... della tribù racconta che Pagliarani è un attivo lettore dell'oblò Adriano Spatola,1727,RAV0059365,RISERVATI NARRATIVA.SPATOLA 1964(A) ,"L'*oblò : Romanzo / Adriano Spatola. - Milano : Feltrinelli, 1964. - 144 p. ; 21 cm",44.6471 N,10.9252 E,"Mulino di Bassano, Modena",,,,https://drive.google.com/file/d/1grfOEE2SwoiwfPk9qeGWqJJFdSJ36hAh/view?usp=sharing,
"Spinosa, Antonio","A Elio Pagliarani, per una piccola vacanza Antonio Spinosa",3659,REA0035625,RISERVATI NARRATIVA.SPINOSA 1996(A) ,"*Piccoli sguardi / Antonio Spinosa. - Casale Monferrato : Piemme, 1996. - 252 p. ; 21 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1TJ9NonswG9LvvITu6PYrh9pzWXBrm7m1/view?usp=sharing,
"Testori, Giovanni",A Elio Pagliarani G. Testori 19-12-72,3643,RAV0093903,RISERVATI TEATRO.TESTORI 1972(A) ,"L'*Ambleto / Giovanni Testori. - Milano : Rizzoli, 1972. - 118 p. ; 23 cm",45.4642 N,9.1900 E,Milano,,,19 dicembre 1972,,
"Testori, Giovanni",A Elio Pagliarani con amicizia G.Testori 15-10-74,3676,SBL0573084,RISERVATI TEATRO.TESTORI 1974(A) ,"*Macbetto / Giovanni Testori. - Milano : Rizzoli, 1974. - 124 p. ; 22 cm",45.4642 N,9.1900 E,Milano,,,15 ottobre 1974,,
"Tola, Luigi","Per conoscerci Per Elio Pagliarani L.Tola Genova, 24 marzo 1966",5138,LIG0041156,RISERVATI POESIA.TOLA 1966(A) ,"*E l'ombra che conchiglia / Luigi Tola ; linoleum di Daniela Zampini. - Parma : Guanda, stampa 1966. - 1 c. ; 80 cm ripiegato a 18.",44.4056 N,8.9463 E,Genova,,Genova,24 marzo 1966,https://drive.google.com/file/d/1JyNnoEg2wWTtVrySwUFvW2ST41G-mqjJ/view?usp=sharing,
